File,ID,Identity
1000_ablation_no_flow_HER2.fasta,Ablation_NoFlow_1,0.8214285714285714
1000_ablation_no_flow_HER2.fasta,Ablation_NoFlow_2,0.8264462809917356
1000_ablation_no_flow_HER2.fasta,Ablation_NoFlow_3,0.9166666666666666
1000_ablation_no_flow_HER2.fasta,Ablation_NoFlow_4,1.0
1000_ablation_no_flow_HER2.fasta,Ablation_NoFlow_5,0.6882591093117408
1000_ablation_no_flow_HER2.fasta,Ablation_NoFlow_6,0.8214285714285714
1000_ablation_no_flow_HER2.fasta,Ablation_NoFlow_7,0.9375
1000_ablation_no_flow_HER2.fasta,Ablation_NoFlow_8,0.8214285714285714
1000_ablation_no_flow_HER2.fasta,Ablation_NoFlow_9,1.0
1000_ablation_no_flow_HER2.fasta,Ablation_NoFlow_10,0.9166666666666666
1000_ablation_no_flow_HER2.fasta,Ablation_NoFlow_11,0.8264462809917356
1000_ablation_no_flow_HER2.fasta,Ablation_NoFlow_12,0.875
1000_ablation_no_flow_HER2.fasta,Ablation_NoFlow_13,0.8938053097345132
1000_ablation_no_flow_HER2.fasta,Ablation_NoFlow_14,0.8793103448275862
1000_ablation_no_flow_HER2.fasta,Ablation_NoFlow_15,0.9051724137931034
1000_ablation_no_flow_HER2.fasta,Ablation_NoFlow_16,0.9545454545454546
1000_ablation_no_flow_HER2.fasta,Ablation_NoFlow_17,0.9428571428571428
1000_ablation_no_flow_HER2.fasta,Ablation_NoFlow_18,0.8125
1000_ablation_no_flow_HER2.fasta,Ablation_NoFlow_19,0.9734513274336283
1000_ablation_no_flow_HER2.fasta,Ablation_NoFlow_20,0.9553571428571429
1000_ablation_no_flow_HER2.fasta,Ablation_NoFlow_21,0.8125
1000_ablation_no_flow_HER2.fasta,Ablation_NoFlow_22,1.0
1000_ablation_no_flow_HER2.fasta,Ablation_NoFlow_23,0.8264462809917356
1000_ablation_no_flow_HER2.fasta,Ablation_NoFlow_24,1.0
1000_ablation_no_flow_HER2.fasta,Ablation_NoFlow_25,0.6882591093117408
1000_ablation_no_flow_HER2.fasta,Ablation_NoFlow_26,0.9658119658119658
1000_ablation_no_flow_HER2.fasta,Ablation_NoFlow_27,0.8407079646017699
1000_ablation_no_flow_HER2.fasta,Ablation_NoFlow_28,0.8214285714285714
1000_ablation_no_flow_HER2.fasta,Ablation_NoFlow_29,0.6882591093117408
1000_ablation_no_flow_HER2.fasta,Ablation_NoFlow_30,0.9528301886792453
1000_ablation_no_flow_HER2.fasta,Ablation_NoFlow_31,0.8035714285714286
1000_ablation_no_flow_HER2.fasta,Ablation_NoFlow_32,0.6882591093117408
1000_ablation_no_flow_HER2.fasta,Ablation_NoFlow_33,0.7408906882591093
1000_ablation_no_flow_HER2.fasta,Ablation_NoFlow_34,0.9166666666666666
1000_ablation_no_flow_HER2.fasta,Ablation_NoFlow_35,0.923728813559322
1000_ablation_no_flow_HER2.fasta,Ablation_NoFlow_36,0.9823008849557522
1000_ablation_no_flow_HER2.fasta,Ablation_NoFlow_37,0.9636363636363636
1000_ablation_no_flow_HER2.fasta,Ablation_NoFlow_38,1.0
1000_ablation_no_flow_HER2.fasta,Ablation_NoFlow_39,0.9272727272727272
