File,ID,Identity
1000_generated_Antibodies_HER2.fasta,Sequence_1,0.6194331983805668
1000_generated_Antibodies_HER2.fasta,Sequence_2,0.7542372881355932
1000_generated_Antibodies_HER2.fasta,Sequence_3,0.5673469387755102
1000_generated_Antibodies_HER2.fasta,Sequence_4,0.7246963562753036
1000_generated_Antibodies_HER2.fasta,Sequence_5,0.7747747747747747
1000_generated_Antibodies_HER2.fasta,Sequence_6,0.4918032786885246
1000_generated_Antibodies_HER2.fasta,Sequence_7,0.9318181818181818
1000_generated_Antibodies_HER2.fasta,Sequence_8,0.7913043478260869
1000_generated_Antibodies_HER2.fasta,Sequence_9,0.6219512195121951
1000_generated_Antibodies_HER2.fasta,Sequence_10,0.7622950819672131
1000_generated_Antibodies_HER2.fasta,Sequence_11,0.847457627118644
1000_generated_Antibodies_HER2.fasta,Sequence_12,0.5029940119760479
1000_generated_Antibodies_HER2.fasta,Sequence_13,0.6516393442622951
1000_generated_Antibodies_HER2.fasta,Sequence_14,0.725
1000_generated_Antibodies_HER2.fasta,Sequence_15,0.625
1000_generated_Antibodies_HER2.fasta,Sequence_16,0.47368421052631576
1000_generated_Antibodies_HER2.fasta,Sequence_17,0.7350427350427351
1000_generated_Antibodies_HER2.fasta,Sequence_18,0.7142857142857143
1000_generated_Antibodies_HER2.fasta,Sequence_19,0.5506072874493927
1000_generated_Antibodies_HER2.fasta,Sequence_20,0.8389830508474576
1000_generated_Antibodies_HER2.fasta,Sequence_21,0.7479674796747967
1000_generated_Antibodies_HER2.fasta,Sequence_22,0.5748987854251012
1000_generated_Antibodies_HER2.fasta,Sequence_23,0.41228070175438597
1000_generated_Antibodies_HER2.fasta,Sequence_24,0.7982456140350878
1000_generated_Antibodies_HER2.fasta,Sequence_25,0.7372262773722628
1000_generated_Antibodies_HER2.fasta,Sequence_26,0.6864406779661016
1000_generated_Antibodies_HER2.fasta,Sequence_27,0.7666666666666667
1000_generated_Antibodies_HER2.fasta,Sequence_28,0.7033898305084746
1000_generated_Antibodies_HER2.fasta,Sequence_29,0.7543859649122807
1000_generated_Antibodies_HER2.fasta,Sequence_30,0.7076923076923077
1000_generated_Antibodies_HER2.fasta,Sequence_31,0.6717557251908397
1000_generated_Antibodies_HER2.fasta,Sequence_32,0.7868852459016393
1000_generated_Antibodies_HER2.fasta,Sequence_33,0.7246963562753036
1000_generated_Antibodies_HER2.fasta,Sequence_34,0.8584070796460177
1000_generated_Antibodies_HER2.fasta,Sequence_35,0.7777777777777778
1000_generated_Antibodies_HER2.fasta,Sequence_36,0.3114754098360656
1000_generated_Antibodies_HER2.fasta,Sequence_37,0.8260869565217391
1000_generated_Antibodies_HER2.fasta,Sequence_38,0.5344129554655871
1000_generated_Antibodies_HER2.fasta,Sequence_39,0.8290598290598291
1000_generated_Antibodies_HER2.fasta,Sequence_40,0.611336032388664
1000_generated_Antibodies_HER2.fasta,Sequence_41,0.8918918918918919
1000_generated_Antibodies_HER2.fasta,Sequence_42,0.7803468208092486
1000_generated_Antibodies_HER2.fasta,Sequence_43,0.8617886178861789
1000_generated_Antibodies_HER2.fasta,Sequence_44,0.6666666666666666
1000_generated_Antibodies_HER2.fasta,Sequence_45,0.8813559322033898
1000_generated_Antibodies_HER2.fasta,Sequence_46,0.559748427672956
1000_generated_Antibodies_HER2.fasta,Sequence_47,0.5222672064777328
1000_generated_Antibodies_HER2.fasta,Sequence_48,0.7125506072874493
1000_generated_Antibodies_HER2.fasta,Sequence_49,0.6754966887417219
1000_generated_Antibodies_HER2.fasta,Sequence_50,0.7349397590361446
1000_generated_Antibodies_HER2.fasta,Sequence_51,0.7522123893805309
1000_generated_Antibodies_HER2.fasta,Sequence_52,0.7706422018348624
1000_generated_Antibodies_HER2.fasta,Sequence_53,0.6842105263157895
1000_generated_Antibodies_HER2.fasta,Sequence_54,0.5894308943089431
1000_generated_Antibodies_HER2.fasta,Sequence_55,0.792
1000_generated_Antibodies_HER2.fasta,Sequence_56,0.753731343283582
1000_generated_Antibodies_HER2.fasta,Sequence_57,0.8547008547008547
1000_generated_Antibodies_HER2.fasta,Sequence_58,0.824
1000_generated_Antibodies_HER2.fasta,Sequence_59,0.5448717948717948
1000_generated_Antibodies_HER2.fasta,Sequence_60,0.8303571428571429
1000_generated_Antibodies_HER2.fasta,Sequence_61,0.42323651452282157
1000_generated_Antibodies_HER2.fasta,Sequence_62,0.6363636363636364
1000_generated_Antibodies_HER2.fasta,Sequence_63,0.6810344827586207
1000_generated_Antibodies_HER2.fasta,Sequence_64,0.776
1000_generated_Antibodies_HER2.fasta,Sequence_65,0.5714285714285714
1000_generated_Antibodies_HER2.fasta,Sequence_66,0.5183673469387755
1000_generated_Antibodies_HER2.fasta,Sequence_67,0.33739837398373984
1000_generated_Antibodies_HER2.fasta,Sequence_68,0.5748987854251012
