File,ID,Identity
1000_generated_Antibodies_SARs-Cov2.fasta,Sequence_1,0.7394957983193278
1000_generated_Antibodies_SARs-Cov2.fasta,Sequence_2,0.3592814371257485
1000_generated_Antibodies_SARs-Cov2.fasta,Sequence_3,0.1794871794871795
1000_generated_Antibodies_SARs-Cov2.fasta,Sequence_4,0.5905511811023622
1000_generated_Antibodies_SARs-Cov2.fasta,Sequence_5,0.5344827586206896
1000_generated_Antibodies_SARs-Cov2.fasta,Sequence_6,0.38686131386861317
1000_generated_Antibodies_SARs-Cov2.fasta,Sequence_7,0.6229508196721312
1000_generated_Antibodies_SARs-Cov2.fasta,Sequence_8,0.7787610619469026
1000_generated_Antibodies_SARs-Cov2.fasta,Sequence_9,0.7226277372262774
1000_generated_Antibodies_SARs-Cov2.fasta,Sequence_10,0.7931034482758621
1000_generated_Antibodies_SARs-Cov2.fasta,Sequence_11,0.6333333333333333
1000_generated_Antibodies_SARs-Cov2.fasta,Sequence_12,0.6833333333333333
1000_generated_Antibodies_SARs-Cov2.fasta,Sequence_13,0.5964912280701754
1000_generated_Antibodies_SARs-Cov2.fasta,Sequence_14,0.7435897435897436
1000_generated_Antibodies_SARs-Cov2.fasta,Sequence_15,0.7256637168141593
1000_generated_Antibodies_SARs-Cov2.fasta,Sequence_16,0.5641025641025641
1000_generated_Antibodies_SARs-Cov2.fasta,Sequence_17,0.24166666666666667
1000_generated_Antibodies_SARs-Cov2.fasta,Sequence_18,0.782608695652174
1000_generated_Antibodies_SARs-Cov2.fasta,Sequence_19,0.8018018018018018
1000_generated_Antibodies_SARs-Cov2.fasta,Sequence_20,0.1949685534591195
1000_generated_Antibodies_SARs-Cov2.fasta,Sequence_21,0.2874493927125506
1000_generated_Antibodies_SARs-Cov2.fasta,Sequence_22,0.549618320610687
1000_generated_Antibodies_SARs-Cov2.fasta,Sequence_23,0.75
1000_generated_Antibodies_SARs-Cov2.fasta,Sequence_24,0.5581395348837209
1000_generated_Antibodies_SARs-Cov2.fasta,Sequence_25,0.48582995951417
1000_generated_Antibodies_SARs-Cov2.fasta,Sequence_26,0.5338345864661654
